income,loan_amount,debt_ratio,credit_score,years_employed,default
53900.0,27100.0,0.177,625.0,7.5,0
141300.0,54100.0,0.135,637.0,6.2,0
71100.0,31100.0,0.253,766.0,6.0,0
75100.0,43200.0,0.213,615.0,1.4,0
58400.0,16600.0,0.111,646.0,13.2,1
37800.0,7200.0,0.198,755.0,2.4,0
38900.0,11900.0,0.147,817.0,10.3,0
71500.0,27300.0,0.22,592.0,5.3,0
71100.0,11900.0,0.093,549.0,7.5,1
57000.0,6800.0,0.155,643.0,11.9,0
41100.0,19000.0,0.061,692.0,3.0,0
37400.0,22200.0,0.138,679.0,8.5,0
55300.0,31300.0,0.188,651.0,2.4,1
37200.0,10700.0,0.314,611.0,1.5,1
84900.0,27800.0,0.049,727.0,6.4,0
92800.0,47700.0,0.22,,7.6,1
166900.0,98900.0,0.205,645.0,8.7,1
84300.0,23400.0,0.288,683.0,2.9,1
50400.0,29000.0,0.24,760.0,1.4,1
45700.0,20500.0,0.243,691.0,1.9,0
18500.0,3200.0,0.23,822.0,1.1,0
50300.0,16400.0,0.169,664.0,0.7,0
58300.0,5900.0,0.063,715.0,7.0,0
87000.0,26400.0,0.097,564.0,7.8,0
76800.0,27800.0,0.073,646.0,6.1,1
76200.0,38000.0,0.208,680.0,7.2,0
66800.0,17700.0,0.13,643.0,19.0,0
78100.0,33200.0,0.189,639.0,0.6,1
102900.0,44400.0,0.219,651.0,0.9,1
42700.0,15500.0,0.132,628.0,9.9,0
52800.0,21500.0,0.051,652.0,3.6,0
38100.0,12600.0,0.311,686.0,8.8,1
109300.0,44300.0,0.289,702.0,13.3,0
97600.0,32200.0,0.074,,8.1,0
80700.0,44900.0,0.154,670.0,4.4,1
40800.0,6400.0,0.132,637.0,10.1,0
65900.0,35100.0,0.381,,5.0,0
57100.0,27000.0,0.157,777.0,1.3,0
63800.0,6700.0,0.173,692.0,1.4,0
58000.0,26600.0,0.155,705.0,0.9,0
74400.0,20900.0,0.112,667.0,4.5,0
54000.0,19100.0,0.347,709.0,2.3,1
83600.0,30000.0,0.194,670.0,1.6,0
67500.0,31600.0,0.259,612.0,5.6,1
56000.0,19200.0,0.137,750.0,4.7,0
59600.0,24900.0,0.221,805.0,5.3,0
53100.0,11100.0,0.128,716.0,2.3,0
82400.0,11200.0,0.302,,10.5,0
56400.0,24500.0,0.181,708.0,2.5,0
68700.0,40800.0,0.334,,6.3,0
54000.0,7500.0,0.248,657.0,3.3,1
36900.0,20500.0,0.059,723.0,14.2,0
85100.0,24900.0,0.043,692.0,13.6,0
42800.0,18300.0,0.07,563.0,5.0,0
78600.0,18300.0,0.098,,4.1,0
71800.0,32000.0,0.12,714.0,11.5,0
34700.0,11000.0,0.092,702.0,9.7,0
44500.0,22100.0,0.092,676.0,3.9,0
51800.0,12400.0,0.048,614.0,6.2,0
46500.0,12400.0,0.413,697.0,5.8,0
41000.0,16900.0,0.178,,8.6,0
80300.0,12300.0,0.4,713.0,3.1,1
57000.0,33500.0,0.419,781.0,7.7,0
71000.0,28700.0,0.327,685.0,10.9,1
53300.0,31200.0,0.098,743.0,4.8,0
69000.0,13000.0,0.099,710.0,6.7,0
47700.0,21700.0,0.365,835.0,11.9,0
61400.0,12300.0,0.312,711.0,12.7,0
76000.0,10800.0,0.493,829.0,1.4,0
63000.0,20300.0,0.243,628.0,7.6,0
52800.0,17700.0,0.203,616.0,7.7,1
42400.0,16100.0,0.079,710.0,9.8,0
65700.0,21900.0,0.221,676.0,4.2,0
70000.0,13800.0,0.251,756.0,8.8,0
56600.0,25000.0,0.432,728.0,1.4,1
47400.0,11000.0,0.203,729.0,6.9,0
75000.0,18400.0,0.243,641.0,6.0,0
147800.0,72500.0,0.148,680.0,5.7,0
55800.0,24600.0,0.14,731.0,7.4,0
69800.0,32400.0,0.254,653.0,12.6,0
70800.0,39700.0,0.072,685.0,5.0,1
25300.0,13300.0,0.114,752.0,13.3,0
64700.0,13600.0,0.044,683.0,4.3,0
48400.0,28500.0,0.038,698.0,3.8,0
100700.0,36300.0,0.058,752.0,0.8,0
56700.0,21500.0,0.088,710.0,24.8,0
47200.0,11300.0,0.234,604.0,1.4,0
57400.0,16900.0,0.109,,2.6,0
65700.0,24900.0,0.04,687.0,15.1,0
51000.0,6000.0,0.235,704.0,3.1,1
60900.0,28000.0,0.227,811.0,7.7,0
38600.0,10600.0,0.421,748.0,4.4,0
57300.0,25600.0,0.232,693.0,3.0,0
81300.0,37900.0,0.2,649.0,2.0,0
123500.0,50500.0,0.184,732.0,14.4,0
79400.0,10900.0,0.241,696.0,5.5,0
68200.0,26000.0,0.254,758.0,4.5,0
93800.0,26000.0,0.154,703.0,5.0,0
88600.0,40500.0,0.276,741.0,4.5,0
111000.0,50600.0,0.15,641.0,3.3,0
90600.0,31800.0,0.186,676.0,0.8,0
59500.0,27700.0,0.164,688.0,4.9,0
67900.0,11700.0,0.323,640.0,7.0,0
66000.0,33500.0,0.035,707.0,2.1,0
68900.0,40300.0,0.113,664.0,9.7,0
66500.0,36600.0,0.419,665.0,5.2,0
47100.0,23800.0,0.162,647.0,8.0,0
29700.0,9000.0,0.052,680.0,3.1,0
49000.0,27700.0,0.24,595.0,3.2,1
30500.0,11600.0,0.288,735.0,11.9,0
63500.0,13200.0,0.192,708.0,5.8,0
62100.0,23100.0,0.309,716.0,1.3,0
34500.0,18100.0,0.111,754.0,4.1,0
78900.0,34600.0,0.274,700.0,0.9,1
84000.0,43400.0,0.143,668.0,1.1,0
64100.0,7500.0,0.236,758.0,4.6,0
111100.0,65000.0,0.269,664.0,9.0,1
119400.0,67000.0,0.085,693.0,2.1,0
40700.0,14300.0,0.232,566.0,3.9,0
89100.0,50000.0,0.322,655.0,11.9,0
72300.0,13800.0,0.241,683.0,8.2,0
71800.0,20300.0,0.043,720.0,8.7,0
86000.0,15900.0,0.087,713.0,6.5,0
48200.0,21000.0,0.139,737.0,3.7,0
50400.0,28200.0,0.1,653.0,12.0,0
46400.0,26200.0,0.199,653.0,0.7,1
47600.0,6700.0,0.338,695.0,10.1,0
59900.0,29000.0,0.446,640.0,8.9,0
37300.0,14200.0,0.15,680.0,4.6,0
43000.0,9000.0,0.048,687.0,2.2,0
75900.0,41500.0,0.384,573.0,1.8,1
60500.0,22000.0,0.188,680.0,12.8,0
70900.0,8600.0,0.114,705.0,4.3,0
32000.0,9200.0,0.287,643.0,1.5,0
47100.0,20800.0,0.141,724.0,10.9,0
51000.0,26800.0,0.351,656.0,2.5,1
62700.0,12500.0,0.122,625.0,3.4,0
50500.0,20000.0,0.431,716.0,2.0,0
85900.0,12300.0,0.232,668.0,13.6,0
60700.0,33700.0,0.125,702.0,4.2,0
62400.0,6500.0,0.289,645.0,3.1,0
62300.0,36500.0,0.115,638.0,7.0,0
79400.0,30400.0,0.21,664.0,0.6,1
52600.0,25000.0,0.323,638.0,6.6,1
91800.0,39900.0,0.243,671.0,3.3,1
72800.0,25700.0,0.227,626.0,2.9,0
65400.0,20900.0,0.101,700.0,0.6,0
62900.0,12800.0,0.221,724.0,3.6,0
74400.0,18100.0,0.079,,0.9,0
88500.0,13000.0,0.311,611.0,2.9,1
86300.0,20200.0,0.04,749.0,1.3,0
70700.0,30200.0,0.128,585.0,9.4,1
84300.0,31700.0,0.179,693.0,6.8,0
64600.0,24800.0,0.141,687.0,8.6,0
96100.0,35000.0,0.23,723.0,9.9,0
61400.0,35200.0,0.277,644.0,2.7,1
30000.0,15800.0,0.058,653.0,2.7,0
99000.0,23000.0,0.213,744.0,6.9,0
64400.0,24400.0,0.102,743.0,0.9,0
41200.0,24100.0,0.193,625.0,2.5,1
57800.0,13500.0,0.084,666.0,5.3,0
45500.0,20500.0,0.1,638.0,4.6,0
129300.0,54800.0,0.255,538.0,1.0,1
73800.0,32100.0,0.295,,5.7,0
35800.0,13500.0,0.307,645.0,11.3,1
75100.0,35300.0,0.203,684.0,5.3,1
53900.0,15500.0,0.11,695.0,3.5,0
121300.0,69000.0,0.213,610.0,8.9,1
42900.0,16500.0,0.343,730.0,3.0,0
28200.0,7600.0,0.094,644.0,6.0,0
63400.0,26600.0,0.063,,8.4,0
54900.0,24300.0,0.06,699.0,3.3,0
53600.0,30000.0,0.219,690.0,6.3,0
29300.0,12200.0,0.234,651.0,3.0,1
72000.0,26000.0,0.138,680.0,8.2,0
111400.0,30800.0,0.254,774.0,4.6,0
31800.0,9900.0,0.054,719.0,2.4,0
93400.0,22700.0,0.339,681.0,5.9,0
50800.0,20800.0,0.156,661.0,11.7,0
141100.0,74900.0,0.148,782.0,2.5,0
72200.0,28600.0,0.229,657.0,10.8,0
58100.0,11700.0,0.307,574.0,3.2,0
91300.0,10800.0,0.146,748.0,10.3,0
74500.0,40200.0,0.165,653.0,4.3,0
50400.0,12500.0,0.068,561.0,10.1,0
79500.0,35300.0,0.068,604.0,4.5,1
51900.0,29700.0,0.082,606.0,6.0,0
33200.0,18900.0,0.306,560.0,3.0,1
126200.0,47600.0,0.186,639.0,7.1,0
54900.0,30600.0,0.291,648.0,5.0,0
50100.0,15100.0,0.301,770.0,6.5,0
69800.0,39800.0,0.142,676.0,7.7,0
35900.0,15800.0,0.379,649.0,9.0,1
38600.0,5400.0,0.131,671.0,10.2,0
52100.0,26400.0,0.251,691.0,3.2,1
51700.0,9300.0,0.203,735.0,3.4,0
63600.0,38100.0,0.274,753.0,2.7,1
91800.0,11400.0,0.378,573.0,5.8,1
52500.0,25100.0,0.166,599.0,3.1,1
73700.0,13000.0,0.073,680.0,2.5,0
76500.0,28300.0,0.237,786.0,4.6,0
42400.0,12100.0,0.134,653.0,3.1,0
67200.0,36100.0,0.183,740.0,4.3,0
44600.0,10600.0,0.186,650.0,3.2,0
90000.0,41400.0,0.146,650.0,1.2,0
72700.0,41400.0,0.098,666.0,10.5,0
62400.0,8200.0,0.356,757.0,1.2,0
38800.0,17700.0,0.352,654.0,7.2,1
64600.0,9200.0,0.19,,7.9,0
47400.0,23200.0,0.438,699.0,4.7,1
79400.0,42000.0,0.156,731.0,8.4,1
59500.0,10100.0,0.345,684.0,0.8,0
46700.0,25300.0,0.094,730.0,3.4,0
85700.0,27300.0,0.263,774.0,7.6,0
79800.0,20300.0,0.208,725.0,3.3,0
50400.0,29400.0,0.149,660.0,1.1,0
93100.0,27200.0,0.175,674.0,9.4,0
55900.0,11500.0,0.239,696.0,5.6,0
55600.0,14700.0,0.13,667.0,6.8,0
64700.0,35700.0,0.02,620.0,4.2,0
47600.0,28200.0,0.157,630.0,3.7,0
53100.0,17400.0,0.162,680.0,2.2,1
58600.0,20300.0,0.172,573.0,0.2,0
105900.0,42300.0,0.092,841.0,14.6,0
104800.0,54500.0,0.2,728.0,7.8,0
56600.0,5900.0,0.111,650.0,25.0,0
108900.0,54200.0,0.292,640.0,13.3,0
61100.0,35800.0,0.268,749.0,5.3,0
70800.0,21400.0,0.149,604.0,3.7,0
84500.0,26900.0,0.236,625.0,5.5,0
68700.0,39800.0,0.068,738.0,8.8,0
144400.0,43800.0,0.359,677.0,8.0,1
67500.0,19500.0,0.238,724.0,6.8,0
40800.0,21600.0,0.088,687.0,9.6,0
97900.0,33000.0,0.111,,9.3,0
53700.0,22700.0,0.409,646.0,12.6,1
55700.0,13500.0,0.097,708.0,3.7,0
21800.0,9600.0,0.303,695.0,13.7,0
88000.0,25000.0,0.09,694.0,3.6,0
82600.0,40600.0,0.021,,7.6,0
82000.0,28400.0,0.318,748.0,3.1,0
87300.0,48900.0,0.042,685.0,1.3,0
112100.0,41900.0,0.095,715.0,15.0,0
61000.0,32300.0,0.264,680.0,10.4,0
86100.0,27600.0,0.135,590.0,4.5,1
47800.0,20800.0,0.155,722.0,4.7,0
54800.0,12800.0,0.285,645.0,6.3,0
89700.0,35300.0,0.136,635.0,3.4,1
71100.0,30700.0,0.233,702.0,3.7,0
38900.0,7600.0,0.047,755.0,3.8,0
70400.0,26200.0,0.372,666.0,5.3,1
58200.0,32600.0,0.313,665.0,7.2,1
46600.0,9400.0,0.169,706.0,2.9,0
72200.0,24800.0,0.288,712.0,5.9,0
53800.0,27900.0,0.347,685.0,11.2,0
35800.0,11200.0,0.17,582.0,9.1,0
42000.0,4800.0,0.349,724.0,4.5,0
115200.0,41800.0,0.138,639.0,3.2,0
36500.0,12100.0,0.217,796.0,10.6,0
67000.0,37800.0,0.359,643.0,12.5,0
76800.0,33200.0,0.06,694.0,2.5,0
77500.0,37800.0,0.077,,12.4,0
40400.0,11500.0,0.319,693.0,2.8,0
55400.0,30400.0,0.41,819.0,8.9,0
65100.0,33500.0,0.282,668.0,6.8,1
82000.0,11900.0,0.29,738.0,7.0,0
49500.0,21300.0,0.293,682.0,2.3,0
41300.0,22800.0,0.083,662.0,3.4,0
88100.0,37500.0,0.325,724.0,2.7,0
91300.0,53500.0,0.126,680.0,2.5,0
70600.0,16300.0,0.195,672.0,6.3,0
50100.0,19700.0,0.399,628.0,4.3,1
71500.0,26200.0,0.303,705.0,4.7,0
64400.0,15900.0,0.285,850.0,12.3,0
83100.0,40800.0,0.367,,4.3,0
40000.0,12600.0,0.189,717.0,14.6,0
64600.0,27400.0,0.118,650.0,4.3,0
58600.0,28800.0,0.123,850.0,2.0,0
42000.0,19500.0,0.286,603.0,3.4,0
66900.0,10000.0,0.077,650.0,4.2,0
62800.0,8000.0,0.232,680.0,5.8,0
53700.0,27400.0,0.267,680.0,7.8,1
71200.0,30300.0,0.036,691.0,8.4,0
37700.0,6600.0,0.146,706.0,6.4,0
60800.0,10000.0,0.056,681.0,2.4,0
72100.0,25100.0,0.181,768.0,6.2,0
68500.0,12900.0,0.17,758.0,5.2,0
90400.0,51100.0,0.273,680.0,3.9,0
40700.0,8600.0,0.107,534.0,3.1,0
36600.0,20900.0,0.385,632.0,10.4,0
67400.0,30900.0,0.137,688.0,7.1,0
72700.0,27500.0,0.129,731.0,2.1,0
130200.0,56700.0,0.202,531.0,16.1,0
76900.0,34300.0,0.27,770.0,4.1,0
45700.0,11100.0,0.277,701.0,5.2,0
82200.0,28300.0,0.032,770.0,1.9,0
46100.0,6100.0,0.162,618.0,1.2,0
36900.0,4600.0,0.18,640.0,1.3,1
154500.0,88300.0,0.066,624.0,5.7,1
69500.0,36500.0,0.385,647.0,0.5,0
79600.0,38000.0,0.216,639.0,13.7,0
75500.0,11500.0,0.178,585.0,1.4,0
116900.0,48200.0,0.32,754.0,4.0,0
68500.0,31300.0,0.194,712.0,6.4,0
94900.0,29900.0,0.36,636.0,19.6,0
43300.0,12500.0,0.126,568.0,2.4,0
38100.0,17600.0,0.34,746.0,8.9,1
102100.0,10700.0,0.089,555.0,1.7,0
103900.0,34800.0,0.17,,2.7,0
74100.0,16900.0,0.099,611.0,4.2,0
67100.0,21600.0,0.243,680.0,2.0,0
65700.0,24700.0,0.144,707.0,3.4,0
48700.0,15100.0,0.141,729.0,4.5,1
106200.0,57200.0,0.046,699.0,8.5,0
78100.0,42300.0,0.299,617.0,9.2,1
74000.0,35500.0,0.217,,6.6,0
70700.0,35200.0,0.183,747.0,2.7,1
89500.0,31400.0,0.173,724.0,2.4,0
74000.0,17400.0,0.18,812.0,3.2,0
80500.0,40900.0,0.187,622.0,2.0,0
41200.0,6500.0,0.379,639.0,6.8,1
74100.0,29400.0,0.371,638.0,5.1,0
133300.0,55500.0,0.116,647.0,8.1,0
51700.0,8000.0,0.342,717.0,2.7,1
59300.0,12000.0,0.204,692.0,5.7,0
84700.0,36900.0,0.203,658.0,13.7,1
86700.0,45800.0,0.274,745.0,7.6,0
77100.0,22800.0,0.085,676.0,5.2,0
35200.0,12900.0,0.355,650.0,2.6,1
73900.0,33600.0,0.296,646.0,8.7,0
41000.0,16000.0,0.267,608.0,25.2,0
46500.0,15400.0,0.415,668.0,1.9,1
75100.0,31500.0,0.076,632.0,2.0,0
55900.0,25400.0,0.205,674.0,6.2,0
82300.0,41200.0,0.167,701.0,2.2,1
186600.0,71000.0,0.259,706.0,1.7,0
81400.0,35000.0,0.266,,7.2,0
79800.0,15800.0,0.158,680.0,8.4,0
45300.0,8200.0,0.379,,6.0,1
49500.0,25000.0,0.187,719.0,1.6,0
42700.0,9000.0,0.338,681.0,5.6,0
51500.0,16400.0,0.184,696.0,7.8,0
42300.0,22900.0,0.259,642.0,4.6,0
49200.0,8500.0,0.08,637.0,8.9,0
57600.0,25300.0,0.146,715.0,4.4,0
43700.0,9800.0,0.137,585.0,0.7,1
37700.0,15600.0,0.209,,5.6,0
38500.0,19600.0,0.157,599.0,10.1,0
72700.0,37100.0,0.148,680.0,3.2,1
63300.0,30900.0,0.359,684.0,4.1,0
88800.0,31900.0,0.146,648.0,3.5,0
89400.0,33200.0,0.12,787.0,6.9,0
55000.0,10200.0,0.176,582.0,4.6,0
78400.0,12400.0,0.316,688.0,9.9,1
37400.0,17700.0,0.062,686.0,3.9,0
137900.0,17400.0,0.063,689.0,12.5,0
94200.0,53400.0,0.137,654.0,2.3,0
57500.0,11100.0,0.061,590.0,1.7,0
41300.0,19000.0,0.346,720.0,6.0,1
70800.0,22900.0,0.065,721.0,16.1,0
32200.0,13100.0,0.238,701.0,10.1,1
47200.0,22600.0,0.135,695.0,3.3,0
80600.0,20000.0,0.288,746.0,0.6,0
63700.0,32700.0,0.281,734.0,2.0,0
52200.0,24900.0,0.371,680.0,4.8,1
86500.0,33700.0,0.287,645.0,16.5,0
43100.0,16700.0,0.24,736.0,5.4,0
68500.0,20000.0,0.258,632.0,8.0,0
52100.0,30500.0,0.113,680.0,3.2,0
46100.0,13500.0,0.21,625.0,4.1,0
72900.0,16100.0,0.217,671.0,7.8,0
43800.0,16600.0,0.189,724.0,7.2,0
120600.0,67600.0,0.185,663.0,5.2,0
50500.0,28400.0,0.086,732.0,9.4,0
124400.0,48400.0,0.248,654.0,8.7,0
42300.0,12500.0,0.064,772.0,6.8,0
76600.0,36300.0,0.184,671.0,3.3,0
40700.0,15400.0,0.273,824.0,1.4,0
38800.0,19800.0,0.158,720.0,1.5,0
65600.0,33900.0,0.184,678.0,11.3,0
78600.0,35500.0,0.333,618.0,6.1,1
39700.0,23300.0,0.118,657.0,4.8,0
93800.0,39800.0,0.332,789.0,0.6,0
46900.0,27500.0,0.202,611.0,6.6,0
64900.0,27600.0,0.192,593.0,2.1,0
70800.0,14800.0,0.104,696.0,5.3,0
76300.0,31600.0,0.123,749.0,9.0,0
33000.0,16000.0,0.186,659.0,9.9,0
109200.0,34000.0,0.246,632.0,5.2,0
75500.0,13900.0,0.161,668.0,9.2,0
53400.0,14700.0,0.356,668.0,6.0,1
43300.0,21300.0,0.025,742.0,7.6,0
34300.0,7000.0,0.14,784.0,8.1,0
38500.0,4100.0,0.287,672.0,5.4,1
75000.0,40500.0,0.186,634.0,1.4,0
55000.0,32200.0,0.083,614.0,2.3,0
41700.0,22300.0,0.077,584.0,10.0,0
51600.0,25800.0,0.149,676.0,2.0,0
107200.0,49800.0,0.142,594.0,10.9,0
55200.0,20700.0,0.114,719.0,6.7,0
50500.0,21500.0,0.085,667.0,7.3,0
99500.0,47100.0,0.199,641.0,5.3,0
72900.0,19300.0,0.131,759.0,0.9,0
63000.0,12800.0,0.421,584.0,3.5,1
50100.0,22400.0,0.127,730.0,4.6,0
36000.0,14500.0,0.212,686.0,6.0,1
41200.0,24500.0,0.198,694.0,0.4,0
52400.0,16100.0,0.321,679.0,12.8,0
57400.0,17600.0,0.264,617.0,8.3,0
70200.0,11300.0,0.159,713.0,16.1,0
75200.0,8100.0,0.284,746.0,2.6,0
67000.0,11400.0,0.116,,2.6,0
67000.0,26500.0,0.253,685.0,1.8,0
43600.0,25400.0,0.254,,3.3,0
29200.0,4600.0,0.159,663.0,8.2,0
51700.0,9300.0,0.194,702.0,14.2,0
44400.0,19600.0,0.222,668.0,7.4,0
49300.0,12400.0,0.205,657.0,0.7,0
56300.0,6900.0,0.183,745.0,2.4,0
40100.0,21800.0,0.045,626.0,6.3,0
42000.0,7300.0,0.113,657.0,2.7,0
59900.0,19100.0,0.157,680.0,1.9,0
64600.0,30800.0,0.138,635.0,1.3,0
49300.0,24200.0,0.139,650.0,7.2,0
73800.0,42600.0,0.251,757.0,12.3,0
57400.0,22700.0,0.053,633.0,8.9,0
43400.0,7600.0,0.142,817.0,4.7,0
62900.0,8800.0,0.154,591.0,2.1,0
119800.0,50500.0,0.064,544.0,0.9,0
49000.0,18000.0,0.165,640.0,9.2,0
93200.0,20900.0,0.176,608.0,8.8,1
100400.0,18300.0,0.192,748.0,3.9,0
104700.0,28800.0,0.359,704.0,5.2,1
46500.0,11300.0,0.307,619.0,11.5,0
125500.0,34800.0,0.192,667.0,2.2,0
64600.0,17800.0,0.063,661.0,7.8,0
56700.0,27000.0,0.443,824.0,4.2,1
57200.0,18900.0,0.225,686.0,4.0,0
76500.0,40100.0,0.178,693.0,5.5,0
63100.0,22100.0,0.241,708.0,2.1,0
58300.0,14300.0,0.308,691.0,7.4,0
97200.0,54600.0,0.29,678.0,3.9,0
48100.0,20500.0,0.142,631.0,2.3,1
43000.0,22400.0,0.352,683.0,20.6,1
81800.0,17700.0,0.107,690.0,2.1,0
79300.0,46500.0,0.237,604.0,8.6,1
90900.0,38000.0,0.148,683.0,6.5,0
42600.0,12200.0,0.323,609.0,4.5,0
90500.0,20400.0,0.484,585.0,15.6,1
73400.0,11000.0,0.19,680.0,3.9,0
114900.0,13400.0,0.303,707.0,7.6,1
40100.0,7900.0,0.324,730.0,9.3,0
66900.0,17100.0,0.257,,11.1,1
56300.0,20600.0,0.204,597.0,3.4,1
35500.0,10600.0,0.158,628.0,3.7,0
48300.0,5900.0,0.231,664.0,5.2,0
92000.0,15800.0,0.088,672.0,9.9,0
52600.0,5700.0,0.102,680.0,3.2,0
48100.0,5800.0,0.228,668.0,8.2,0
84000.0,20900.0,0.305,737.0,11.4,0
87600.0,36700.0,0.218,643.0,2.8,0
87600.0,15500.0,0.097,704.0,3.3,0
47000.0,25500.0,0.303,714.0,2.3,0
60800.0,36100.0,0.049,700.0,3.8,0
88900.0,36200.0,0.246,708.0,7.6,1
49300.0,6100.0,0.04,618.0,6.3,0
47700.0,9100.0,0.1,727.0,7.1,0
82800.0,29400.0,0.288,650.0,6.6,0
107100.0,60800.0,0.147,668.0,5.5,1
41400.0,24500.0,0.286,622.0,10.4,0
25000.0,11700.0,0.243,699.0,7.0,0
37300.0,20300.0,0.211,654.0,2.1,1
43500.0,6500.0,0.03,640.0,0.5,1
59100.0,20900.0,0.077,716.0,7.7,0
76900.0,26100.0,0.142,636.0,10.2,0
58900.0,12300.0,0.201,698.0,1.9,0
48500.0,18500.0,0.223,689.0,8.3,0
65400.0,24900.0,0.451,708.0,6.8,0
44300.0,25900.0,0.311,681.0,3.4,0
61000.0,8100.0,0.434,611.0,2.1,1
49500.0,12400.0,0.199,687.0,4.1,0
158400.0,29400.0,0.102,680.0,1.0,0
82500.0,17500.0,0.144,783.0,3.4,0
46300.0,12000.0,0.075,782.0,3.7,0
43700.0,12400.0,0.116,728.0,15.1,0
53200.0,30800.0,0.221,733.0,9.7,0
34900.0,9200.0,0.128,536.0,1.7,0
48000.0,16400.0,0.141,649.0,1.4,0
47900.0,8800.0,0.106,618.0,13.8,0
84500.0,17800.0,0.271,712.0,7.5,0
53400.0,11100.0,0.083,709.0,3.3,0
47000.0,18100.0,0.321,709.0,4.0,1
38800.0,9700.0,0.394,,2.0,1
41100.0,9800.0,0.089,699.0,5.2,0
60600.0,21900.0,0.212,673.0,1.7,1
57500.0,6200.0,0.177,680.0,1.3,1
92200.0,49000.0,0.203,719.0,1.5,0
49700.0,6200.0,0.24,680.0,5.3,0
89800.0,27500.0,0.039,738.0,11.1,0
67800.0,40300.0,0.056,,8.7,0
61900.0,11400.0,0.165,664.0,2.8,0
30700.0,3800.0,0.217,636.0,3.1,0
39500.0,13500.0,0.388,716.0,4.8,1
80400.0,33400.0,0.42,634.0,6.4,1
101100.0,29400.0,0.245,548.0,20.5,1
66600.0,14000.0,0.043,634.0,3.2,0
81000.0,36100.0,0.347,641.0,1.6,0
53800.0,21200.0,0.094,679.0,12.7,0
54400.0,14900.0,0.155,660.0,1.6,0
49200.0,20100.0,0.307,750.0,1.1,0
87200.0,45300.0,0.084,697.0,3.3,0
69900.0,25000.0,0.141,733.0,13.3,0
57100.0,16800.0,0.128,680.0,1.9,0
55300.0,22600.0,0.232,738.0,1.7,0
75300.0,26500.0,0.125,731.0,4.1,0
69400.0,10400.0,0.247,653.0,2.2,0
46300.0,25500.0,0.272,704.0,6.4,0
113000.0,18300.0,0.211,674.0,16.9,0
67800.0,32000.0,0.077,723.0,1.5,0
62200.0,19700.0,0.049,648.0,7.7,0
104000.0,51100.0,0.365,717.0,11.7,0
88700.0,32100.0,0.226,652.0,1.4,1
60100.0,30700.0,0.09,722.0,4.6,0
74800.0,25100.0,0.089,748.0,3.4,0
42600.0,9500.0,0.303,680.0,6.2,0
49500.0,24000.0,0.342,680.0,1.5,1
28100.0,14400.0,0.212,754.0,1.4,0
95000.0,33400.0,0.129,680.0,8.0,0
31900.0,18000.0,0.035,690.0,2.4,0
78700.0,35700.0,0.112,602.0,8.5,0
46400.0,26300.0,0.178,681.0,7.1,0
44000.0,8700.0,0.132,615.0,5.7,1
57900.0,33100.0,0.145,678.0,18.7,0
68100.0,32900.0,0.084,641.0,5.4,0
76800.0,43900.0,0.193,751.0,8.5,0
115300.0,31700.0,0.242,801.0,2.9,0
70300.0,26600.0,0.205,680.0,13.8,0
84400.0,46200.0,0.129,,3.9,0
50300.0,21900.0,0.164,707.0,1.6,0
79600.0,19500.0,0.047,676.0,4.8,0
65400.0,16000.0,0.13,669.0,12.7,0
52700.0,30200.0,0.137,680.0,5.4,0
60000.0,26100.0,0.054,637.0,9.4,0
60700.0,7700.0,0.132,725.0,10.4,0
66300.0,15200.0,0.191,658.0,1.5,1
71400.0,27000.0,0.287,703.0,1.6,0
51900.0,10100.0,0.087,,0.6,0
47800.0,15900.0,0.147,809.0,3.3,0
80500.0,34900.0,0.119,757.0,2.9,0
34200.0,4900.0,0.083,677.0,1.5,0
49900.0,11300.0,0.184,786.0,1.8,0
106800.0,57700.0,0.215,710.0,12.5,0
24000.0,2900.0,0.187,743.0,6.3,0
48600.0,7600.0,0.314,673.0,3.2,0
78900.0,40200.0,0.341,657.0,1.8,0
34800.0,15200.0,0.226,761.0,11.1,0
153900.0,51700.0,0.123,723.0,3.3,0
25100.0,13300.0,0.15,728.0,3.4,0
102500.0,20900.0,0.067,738.0,9.1,0
106900.0,11000.0,0.155,690.0,2.5,0
85400.0,43200.0,0.339,657.0,1.6,0
57400.0,24000.0,0.244,704.0,3.8,0
70300.0,18900.0,0.132,585.0,9.1,0
45300.0,17700.0,0.069,687.0,6.1,0
82300.0,11600.0,0.179,745.0,1.1,0
41900.0,10700.0,0.152,670.0,6.2,0
56300.0,21600.0,0.172,786.0,7.7,0
87900.0,45900.0,0.292,663.0,0.8,1
42000.0,10800.0,0.253,680.0,16.5,1
54600.0,7100.0,0.042,715.0,4.9,0
65700.0,9500.0,0.179,673.0,7.1,0
38800.0,9800.0,0.206,717.0,6.9,0
93200.0,38500.0,0.093,647.0,7.8,0
69900.0,31600.0,0.031,713.0,4.6,0
36500.0,16300.0,0.395,689.0,9.9,1
61000.0,32800.0,0.129,697.0,6.6,0
47300.0,20900.0,0.139,735.0,4.7,0
49300.0,21500.0,0.205,680.0,16.6,0
63700.0,25300.0,0.18,673.0,5.5,0
48400.0,21000.0,0.151,680.0,7.6,0
86900.0,40400.0,0.136,750.0,8.9,0
48400.0,28500.0,0.144,722.0,14.7,0
87400.0,16600.0,0.205,621.0,4.1,0
61100.0,25800.0,0.151,694.0,6.1,0
83700.0,13600.0,0.172,660.0,10.3,0
